id,label
258,7
259,0
260,6
261,8
262,5
263,6
264,4
265,3
266,5
267,0
268,3
269,3
270,5
271,2
272,4
273,2
274,6
275,7
276,3
277,1
278,6
279,3
280,6
281,0
282,0
283,5
284,3
285,3
286,5
287,3
288,0
289,5
290,3
291,2
292,6
293,4
294,2
295,2
296,0
297,2
298,8
299,7
300,8
301,9
302,7
303,3
304,6
305,8
306,3
307,3
308,6
309,2
310,4
311,6
312,6
313,1
314,9
315,1
316,4
317,9
318,9
319,4
320,9
321,4
322,9
323,6
324,4
325,9
326,7
327,5
328,6
329,3
330,3
331,9
332,9
333,1
334,0
335,4
336,4
337,9
338,0
339,9
340,1
341,5
342,8
343,4
344,4
345,3
346,1
347,1
348,5
349,5
350,8
351,5
352,7
353,3
354,7
355,4
356,5
357,6
358,5
359,0
360,4
361,0
362,3
363,4
364,9
365,6
366,8
367,3
368,6
369,6
370,3
371,7
372,5
373,6
374,2
375,5
376,4
377,8
378,5
379,0
380,8
381,8
382,5
383,5
384,2
385,4
386,3
387,7
388,6
389,3
390,0
391,6
392,3
393,5
394,2
395,6
396,2
397,4
398,4
399,8
400,0
401,9
402,3
403,3
404,4
405,8
406,3
407,7
408,4
409,4
410,4
411,8
412,6
413,3
414,4
415,2
416,3
417,6
418,0
419,5
420,4
421,5
422,1
423,7
424,8
425,2
426,4
427,3
428,8
429,6
430,1
431,4
432,4
433,9
434,0
435,3
436,5
437,8
438,3
439,6
440,1
441,9
442,5
443,4
444,7
445,1
446,3
447,1
448,5
449,4
450,5
451,2
452,7
453,9
454,6
455,2
456,4
457,9
458,4
459,1
460,3
461,6
462,6
463,6
464,8
465,6
466,6
467,6
468,6
469,5
470,9
471,6
472,8
473,6
474,6
475,6
476,6
477,9
478,5
479,6
480,7
481,2
482,2
483,3
484,3
485,3
486,3
487,2
488,3
489,4
490,3
491,7
492,0
493,3
494,4
495,7
496,2
497,6
498,6
499,2
500,4
501,6
502,8
503,8
504,2
505,0
506,2
507,6
508,9
509,9
510,0
511,0
512,1
513,0
514,4
515,4
516,1
517,4
518,0
519,6
520,5
521,3
522,5
523,8
524,4
525,2
526,5
527,4
528,4
529,6
530,5
531,2
532,4
533,6
534,5
535,6
536,4
537,9
538,6
539,6
540,3
541,4
542,5
543,4
544,4
545,4
546,6
547,4
548,5
549,4
550,1
551,9
552,6
553,5
554,3
555,1
556,8
557,5
558,0
559,2
560,2
561,7
562,3
563,5
564,8
565,1
566,7
567,6
568,4
569,9
570,4
571,0
572,5
573,3
574,8
575,7
576,5
577,0
578,9
579,9
580,8
581,8
582,3
583,3
584,9
585,6
586,5
587,3
588,4
589,7
590,6
591,8
592,7
593,4
594,5
595,5
596,6
597,4
598,7
599,8
600,5
601,2
602,0
603,4
604,0
605,4
606,1
607,3
608,9
609,9
610,4
611,4
612,0
613,7
614,6
615,6
616,1
617,5
618,5
619,5
620,3
621,9
622,4
623,7
624,1
625,6
626,0
627,5
628,6
629,5
630,1
631,2
632,5
633,5
634,8
635,4
636,0
637,6
638,5
639,7
640,6
641,4
642,6
643,3
644,6
645,9
646,0
647,0
648,6
649,2
650,6
651,5
652,1
653,6
654,1
655,7
656,0
657,6
658,7
659,5
660,3
661,0
662,4
663,9
664,3
665,0
666,0
667,4
668,2
669,6
670,8
671,3
672,3
673,7
674,6
675,3
676,3
677,5
678,4
679,4
680,1
681,6
682,2
683,5
684,3
685,3
686,9
687,1
688,0
689,0
690,9
691,0
692,1
693,8
694,0
695,2
696,8
697,2
698,0
699,2
700,7
701,8
702,0
703,8
704,9
705,4
706,5
707,9
708,1
709,3
710,5
711,4
712,6
713,8
714,0
715,3
716,2
717,8
718,9
719,3
720,7
721,7
722,6
723,6
724,6
725,1
726,9
727,6
728,0
729,3
730,2
731,5
732,5
733,5
734,6
735,6
736,0
737,5
738,4
739,5
740,4
741,0
742,2
743,3
744,1
745,6
746,8
747,6
748,1
749,2
750,8
751,7
752,1
753,8
754,7
755,0
756,4
757,7
758,9
759,5
760,4
761,4
762,7
763,1
764,2
765,6
766,5
767,1
768,1
769,8
770,7
771,6
772,4
773,3
774,5
775,1
776,9
777,6
778,5
779,9
780,1
781,8
782,4
783,6
784,6
785,1
786,6
787,8
788,5
789,3
790,6
791,9
792,3
793,0
794,7
795,8
796,2
797,8
798,5
799,4
800,6
801,0
802,6
803,1
804,9
805,8
806,0
807,4
808,6
809,8
810,7
811,8
812,5
813,6
814,1
815,3
816,0
817,8
818,5
819,3
820,6
821,6
822,8
823,9
824,3
825,6
826,3
827,5
828,3
829,6
830,7
831,4
832,9
833,0
834,7
835,9
836,3
837,6
838,5
839,6
840,3
841,8
842,0
843,4
844,3
845,5
846,0
847,8
848,1
849,6
850,3
851,2
852,1
853,8
854,0
855,8
856,3
857,6
858,8
859,4
860,6
861,2
862,0
863,6
864,6
865,4
866,6
867,6
868,6
869,2
870,6
871,2
872,6
873,6
874,4
875,0
876,6
877,8
878,6
879,6
880,6
881,6
882,6
883,8
884,0
885,6
886,4
887,6
888,2
889,6
890,6
891,6
892,6
893,6
894,4
895,4
896,6
897,6
898,8
899,6
900,5
901,4
902,3
903,4
904,5
905,8
906,3
907,5
908,8
909,4
910,1
911,9
912,7
913,4
914,0
915,1
916,4
917,7
918,6
919,6
920,7
921,9
922,8
923,5
924,8
925,0
926,4
927,1
928,8
929,2
930,0
931,4
932,4
933,9
934,1
935,8
936,5
937,4
938,9
939,5
940,5
941,9
942,4
943,0
944,4
945,0
946,0
947,1
948,5
949,1
