id,label
514,0
515,7
516,2
517,2
518,0
519,4
520,8
521,4
522,4
523,3
524,3
525,2
526,5
527,4
528,2
529,3
530,5
531,3
532,3
533,4
534,4
535,3
536,2
537,7
538,4
539,3
540,2
541,2
542,2
543,2
544,2
545,8
546,3
547,4
548,8
549,6
550,8
551,9
552,3
553,9
554,1
555,5
556,4
557,2
558,6
559,8
560,8
561,7
562,3
563,1
564,8
565,1
566,6
567,3
568,6
569,7
570,4
571,7
572,3
573,7
574,3
575,7
576,0
577,2
578,8
579,1
580,3
581,9
582,0
583,1
584,9
585,3
586,5
587,2
588,6
589,3
590,9
591,1
592,2
593,0
594,2
595,6
596,5
597,0
598,1
599,8
600,8
601,4
602,2
603,0
604,8
605,3
606,1
607,4
608,8
609,9
610,3
611,4
612,8
613,9
614,1
615,9
616,9
617,6
618,5
619,8
620,7
621,1
622,2
623,4
624,8
625,2
626,0
627,1
628,6
629,7
630,1
631,2
632,7
633,7
634,8
635,4
636,8
637,4
638,4
639,9
640,6
641,6
642,9
643,2
644,0
645,9
646,1
647,8
648,9
649,2
650,5
651,8
652,9
653,2
654,3
655,2
656,1
657,2
658,1
659,4
660,7
661,2
662,6
663,9
664,3
665,1
666,0
667,6
668,9
669,3
670,5
671,3
672,6
673,2
674,4
675,3
676,3
677,2
678,7
679,5
680,9
681,9
682,4
683,7
684,6
685,7
686,9
687,8
688,3
689,5
690,9
691,4
692,7
693,5
694,3
695,0
696,3
697,0
698,7
699,2
700,3
701,5
702,6
703,8
704,9
705,6
706,6
707,9
708,9
709,7
710,4
711,6
712,1
713,1
714,1
715,5
716,7
717,0
718,3
719,3
720,7
721,1
722,6
723,0
724,0
725,0
726,1
727,6
728,7
729,2
730,6
731,7
732,4
733,3
734,7
735,0
736,6
737,5
738,6
739,2
740,6
741,8
742,9
743,5
744,7
745,3
746,6
747,8
748,6
749,3
750,8
751,7
752,4
753,7
754,5
755,6
756,2
757,2
758,9
759,5
760,8
761,2
762,6
763,4
764,7
765,8
766,7
767,4
768,7
769,6
770,7
771,9
772,2
773,3
774,7
775,8
776,1
777,6
778,5
779,3
780,1
781,2
782,9
783,2
784,7
785,1
786,0
787,8
788,4
789,7
790,2
791,9
792,7
793,6
794,6
795,3
796,4
797,8
798,9
799,1
800,3
801,8
802,9
803,8
804,2
805,2
806,8
807,6
808,4
809,8
810,3
811,0
812,1
813,6
814,4
815,5
816,1
817,8
818,2
819,4
820,8
821,3
822,4
823,1
824,7
825,2
826,5
827,5
828,6
829,7
830,0
831,4
832,2
833,8
834,5
835,7
836,7
837,6
838,1
839,1
840,3
841,0
842,8
843,7
844,7
845,3
846,6
847,1
848,4
849,2
850,5
851,1
852,8
853,4
854,6
855,8
856,2
857,4
858,4
859,0
860,4
861,8
862,3
863,0
864,4
865,8
866,4
867,6
868,2
869,0
870,8
871,5
872,4
873,2
874,0
875,2
876,4
877,2
878,2
879,3
880,0
881,3
882,0
883,3
884,0
885,4
886,0
887,2
888,0
889,8
890,0
891,3
892,8
893,0
894,4
895,4
896,2
897,2
898,2
899,4
900,6
901,0
902,7
903,3
904,4
905,6
906,2
907,3
908,8
909,3
910,9
911,1
912,6
913,7
914,9
915,5
916,7
917,1
918,6
919,6
920,4
921,6
922,3
923,7
924,2
925,2
926,2
927,8
928,8
929,2
930,8
931,5
932,4
933,3
934,9
935,8
936,6
937,0
938,7
939,7
940,8
941,9
942,6
943,0
944,8
945,6
946,7
947,8
948,6
949,1
